,zip_code,latitude,longitude,city,state,county,longlat,year,disease,population,obs_rate,exp_rate
23,10002,40.718758,-73.986427,New York,NY,New York,40.718758:-73.986427,2012,Asthma,11685,85.58,228.16
24,10002,40.718758,-73.986427,New York,NY,New York,40.718758:-73.986427,2012,Pediatric Quality Acute Composite,8333,36,69.15
25,10002,40.718758,-73.986427,New York,NY,New York,40.718758:-73.986427,2011,Pediatric Quality Chronic Composite,8728,45.83,162.28
26,10002,40.718758,-73.986427,New York,NY,New York,40.718758:-73.986427,2012,Pediatric Quality Overall Composite,8333,72,238.02
27,10002,40.718758,-73.986427,New York,NY,New York,40.718758:-73.986427,2011,Pediatric Quality Acute Composite,8728,22.91,64.91
28,10002,40.718758,-73.986427,New York,NY,New York,40.718758:-73.986427,2012,Pediatric Quality Chronic Composite,8333,36,168.88
29,10003,40.730223,-73.988564,New York,NY,New York,40.730223:-73.988564,2012,Gastroenteritis,591,0,118.13
30,10003,40.730223,-73.988564,New York,NY,New York,40.730223:-73.988564,2012,Urinary Tract Infection,591,0,51.58
31,10003,40.730223,-73.988564,New York,NY,New York,40.730223:-73.988564,2012,Pediatric Quality Acute Composite,370,0,79.85
32,10003,40.730223,-73.988564,New York,NY,New York,40.730223:-73.988564,2012,Pediatric Quality Chronic Composite,370,0,227.13
33,10003,40.730223,-73.988564,New York,NY,New York,40.730223:-73.988564,2012,Pediatric Quality Overall Composite,370,0,306.98
34,10003,40.730223,-73.988564,New York,NY,New York,40.730223:-73.988564,2012,Asthma,519,192.68,285.3
35,10003,40.730223,-73.988564,New York,NY,New York,40.730223:-73.988564,2012,Diabetes Short-term Complications,370,0,34.35
36,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2011,Asthma,78,0,507.05
37,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2011,Pediatric Quality Overall Composite,28,0,408.96
38,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2012,Pediatric Quality Overall Composite,30,0,427.86
39,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2011,Pediatric Quality Acute Composite,28,0,101.81
40,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2012,Pediatric Quality Acute Composite,30,0,91.98
41,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2011,Pediatric Quality Chronic Composite,28,0,307.16
42,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2012,Pediatric Quality Chronic Composite,30,0,335.88
43,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2012,Asthma,80,3750,610.44
44,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2011,Diabetes Short-term Complications,28,0,28.43
45,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2012,Diabetes Short-term Complications,30,0,35.47
46,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2011,Gastroenteritis,127,787.4,197.53
47,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2012,Gastroenteritis,123,0,207.27
48,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2011,Urinary Tract Infection,127,0,83.92
49,10005,40.706903,-74.008654,New York,NY,New York,40.706903:-74.008654,2012,Urinary Tract Infection,123,0,72.95
50,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2012,Urinary Tract Infection,4004,24.98,51.91
51,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2011,Pediatric Quality Overall Composite,2651,75.44,357.25
52,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2012,Pediatric Quality Overall Composite,2653,150.77,358.67
53,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2011,Pediatric Quality Acute Composite,2651,0,87.54
54,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2012,Pediatric Quality Acute Composite,2653,37.69,86.01
55,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2011,Pediatric Quality Chronic Composite,2651,75.44,269.71
56,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2012,Pediatric Quality Chronic Composite,2653,113.08,272.66
57,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2011,Diabetes Short-term Complications,2651,0,35.27
58,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2012,Diabetes Short-term Complications,2653,0,33.42
59,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2011,Asthma,3585,223.15,343.31
60,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2012,Asthma,3569,168.11,348.78
61,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2011,Urinary Tract Infection,4019,0,62.63
62,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2011,Gastroenteritis,4019,49.76,123.89
63,10009,40.72775,-73.980396,New York,NY,New York,40.72775:-73.980396,2012,Gastroenteritis,4004,49.95,131.78
64,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2012,Asthma,467,642.4,340.51
65,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2011,Asthma,432,694.44,320.52
66,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2012,Pediatric Quality Overall Composite,309,323.62,338.95
67,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2011,Pediatric Quality Acute Composite,292,0,79.15
68,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2012,Pediatric Quality Acute Composite,309,0,82
69,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2011,Pediatric Quality Chronic Composite,292,1027.4,236.16
70,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2012,Pediatric Quality Chronic Composite,309,323.62,256.95
71,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2012,Gastroenteritis,518,193.05,118.56
72,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2011,Diabetes Short-term Complications,292,0,31.5
73,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2012,Diabetes Short-term Complications,309,0,32.11
74,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2011,Gastroenteritis,489,0,121.12
75,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2011,Urinary Tract Infection,489,0,55.84
76,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2012,Urinary Tract Infection,518,0,47.12
77,10010,40.739024,-73.983542,New York,NY,New York,40.739024:-73.983542,2011,Pediatric Quality Overall Composite,292,1027.4,315.31
78,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2011,Asthma,755,264.9,312.52
79,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2011,Pediatric Quality Overall Composite,567,352.73,348.1
80,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2012,Pediatric Quality Overall Composite,623,160.51,344.83
81,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2011,Pediatric Quality Acute Composite,567,176.37,86.2
82,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2012,Pediatric Quality Acute Composite,623,0,81.6
83,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2011,Pediatric Quality Chronic Composite,567,176.37,261.9
84,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2012,Pediatric Quality Chronic Composite,623,160.51,263.24
85,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2012,Asthma,819,122.1,324.01
86,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2011,Diabetes Short-term Complications,567,0,37.49
87,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2012,Diabetes Short-term Complications,623,0,35.55
88,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2011,Gastroenteritis,891,112.23,121.13
89,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2012,Gastroenteritis,932,0,119.02
90,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2011,Urinary Tract Infection,891,112.23,60.43
91,10011,40.740916,-73.999769,New York,NY,New York,40.740916:-73.999769,2012,Urinary Tract Infection,932,214.59,48.08
92,10012,40.729124,-73.991582,New York,NY,New York,40.729124:-73.991582,2012,Pediatric Quality Chronic Composite,279,0,178.49
93,10012,40.729124,-73.991582,New York,NY,New York,40.729124:-73.991582,2012,Gastroenteritis,434,0,105.72
94,10012,40.729124,-73.991582,New York,NY,New York,40.729124:-73.991582,2012,Urinary Tract Infection,434,230.41,44.25
95,10012,40.729124,-73.991582,New York,NY,New York,40.729124:-73.991582,2012,Asthma,378,0,224.93
96,10012,40.729124,-73.991582,New York,NY,New York,40.729124:-73.991582,2012,Diabetes Short-term Complications,279,0,24.77
97,10012,40.729124,-73.991582,New York,NY,New York,40.729124:-73.991582,2012,Pediatric Quality Overall Composite,279,0,252.78
98,10012,40.729124,-73.991582,New York,NY,New York,40.729124:-73.991582,2012,Pediatric Quality Acute Composite,279,0,74.28
99,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2012,Asthma,1461,68.45,143.13
100,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2011,Diabetes Short-term Complications,1102,0,16.45
101,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2012,Gastroenteritis,1704,0,93.95
102,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2011,Urinary Tract Infection,1830,0,32.07
103,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2012,Diabetes Short-term Complications,1035,0,11.84
104,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2011,Gastroenteritis,1830,54.64,84.1
105,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2011,Asthma,1582,126.42,134.89
106,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2012,Pediatric Quality Overall Composite,1035,96.62,147.69
107,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2011,Pediatric Quality Acute Composite,1102,90.74,52.56
108,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2012,Urinary Tract Infection,1704,0,30.51
109,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2011,Pediatric Quality Overall Composite,1102,272.23,142.83
110,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2012,Pediatric Quality Chronic Composite,1035,96.62,91.8
111,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2012,Pediatric Quality Acute Composite,1035,0,55.9
112,10013,40.722105,-74.003497,New York,NY,New York,40.722105:-74.003497,2011,Pediatric Quality Chronic Composite,1102,181.49,90.27
113,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2012,Asthma,707,565.77,439.63
114,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2011,Asthma,619,807.75,404.85
115,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2012,Gastroenteritis,874,572.08,147.2
116,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2011,Diabetes Short-term Complications,361,0,32.04
117,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2012,Diabetes Short-term Complications,408,245.1,31.22
118,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2011,Gastroenteritis,779,0,148.79
119,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2012,Pediatric Quality Chronic Composite,408,490.2,295.55
120,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2012,Pediatric Quality Overall Composite,408,735.29,379.9
121,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2011,Urinary Tract Infection,779,128.37,67.61
122,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2012,Urinary Tract Infection,874,114.42,55.71
123,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2011,Pediatric Quality Overall Composite,361,1108.03,362.31
124,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2011,Pediatric Quality Acute Composite,361,277.01,83.12
125,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2012,Pediatric Quality Acute Composite,408,245.1,84.35
126,10016,40.745527,-73.978449,New York,NY,New York,40.745527:-73.978449,2011,Pediatric Quality Chronic Composite,361,831.02,279.19
127,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2011,Asthma,177,0,276.63
128,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2011,Gastroenteritis,210,0,119.02
129,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2012,Asthma,183,546.45,278.94
130,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2011,Diabetes Short-term Complications,130,0,39.95
131,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2012,Diabetes Short-term Complications,131,0,35.09
132,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2011,Pediatric Quality Chronic Composite,130,0,221.5
133,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2012,Pediatric Quality Chronic Composite,131,0,222.31
134,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2011,Pediatric Quality Overall Composite,130,0,299.9
135,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2012,Gastroenteritis,213,0,124.28
136,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2011,Urinary Tract Infection,210,476.19,65.23
137,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2012,Urinary Tract Infection,213,0,51.88
138,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2012,Pediatric Quality Overall Composite,131,0,300.11
139,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2011,Pediatric Quality Acute Composite,130,0,78.4
140,10018,40.755332,-73.993172,New York,NY,New York,40.755332:-73.993172,2012,Pediatric Quality Acute Composite,131,0,77.8
141,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2011,Asthma,999,400.4,352.43
142,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2011,Gastroenteritis,1224,163.4,143.61
143,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2012,Asthma,1077,835.65,351.08
144,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2011,Diabetes Short-term Complications,676,0,35.61
145,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2012,Diabetes Short-term Complications,740,0,33.44
146,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2011,Pediatric Quality Chronic Composite,676,147.93,256.45
147,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2012,Pediatric Quality Chronic Composite,740,270.27,246.57
148,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2012,Gastroenteritis,1275,156.86,140.52
149,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2011,Urinary Tract Infection,1224,0,70.73
150,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2012,Urinary Tract Infection,1275,0,56.98
151,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2011,Pediatric Quality Overall Composite,676,295.86,341.62
152,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2012,Pediatric Quality Overall Composite,740,405.41,328.54
153,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2011,Pediatric Quality Acute Composite,676,147.93,85.17
154,10019,40.765926,-73.985443,New York,NY,New York,40.765926:-73.985443,2012,Pediatric Quality Acute Composite,740,135.14,81.97
155,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2012,Diabetes Short-term Complications,585,0,38.44
156,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2011,Asthma,792,505.05,346.35
157,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2012,Asthma,777,128.7,351.09
158,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2011,Diabetes Short-term Complications,590,0,38.4
159,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2012,Pediatric Quality Acute Composite,585,0,83.28
160,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2011,Pediatric Quality Chronic Composite,590,338.98,276.39
161,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2012,Pediatric Quality Chronic Composite,585,0,284.2
162,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2012,Gastroenteritis,884,113.12,119.75
163,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2011,Urinary Tract Infection,908,0,59.71
164,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2012,Urinary Tract Infection,884,0,48.44
165,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2011,Gastroenteritis,908,110.13,118.98
166,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2012,Pediatric Quality Overall Composite,585,0,367.48
167,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2011,Pediatric Quality Acute Composite,590,169.49,85.28
168,10023,40.776765,-73.982213,New York,NY,New York,40.776765:-73.982213,2011,Pediatric Quality Overall Composite,590,508.47,361.67
169,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2011,Diabetes Short-term Complications,477,0,35.79
170,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2011,Asthma,737,949.8,393.31
171,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2012,Asthma,711,1265.82,404.09
172,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2011,Pediatric Quality Acute Composite,477,0,85.82
173,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2012,Pediatric Quality Acute Composite,473,0,83.57
174,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2011,Pediatric Quality Chronic Composite,477,628.93,284.58
175,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2012,Pediatric Quality Chronic Composite,473,1479.92,284.81
176,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2012,Diabetes Short-term Complications,473,0,34.16
177,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2011,Gastroenteritis,890,112.36,148.94
178,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2012,Gastroenteritis,858,0,156.56
179,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2011,Urinary Tract Infection,890,0,72.37
180,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2012,Urinary Tract Infection,858,0,61.82
181,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2011,Pediatric Quality Overall Composite,477,628.93,370.4
182,10024,40.80813,-73.965653,New York,NY,New York,40.80813:-73.965653,2012,Pediatric Quality Overall Composite,473,1479.92,368.38
183,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2012,Diabetes Short-term Complications,2733,36.59,37.97
184,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2011,Asthma,3869,620.32,387.68
185,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2012,Asthma,3811,446.08,397.47
186,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2011,Diabetes Short-term Complications,2727,73.34,39.23
187,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2012,Pediatric Quality Acute Composite,2733,109.77,88.85
188,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2011,Pediatric Quality Chronic Composite,2727,733.41,306.59
189,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2012,Pediatric Quality Chronic Composite,2733,402.49,310.33
190,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2012,Gastroenteritis,4382,159.74,138.66
191,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2011,Urinary Tract Infection,4483,44.61,67.42
192,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2012,Urinary Tract Infection,4382,22.82,54.36
193,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2011,Gastroenteritis,4483,133.84,134.66
194,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2012,Pediatric Quality Overall Composite,2733,512.26,399.18
195,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2011,Pediatric Quality Acute Composite,2727,146.68,90.39
196,10025,40.798664,-73.967778,New York,NY,New York,40.798664:-73.967778,2011,Pediatric Quality Overall Composite,2727,880.09,396.98
197,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2011,Diabetes Short-term Complications,2884,69.35,39.96
198,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2011,Asthma,3976,578.47,422.46
199,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2012,Asthma,3997,850.64,436.91
200,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2011,Pediatric Quality Acute Composite,2884,69.35,84.79
201,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2012,Pediatric Quality Acute Composite,2909,0,83.13
202,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2011,Pediatric Quality Chronic Composite,2884,242.72,336.33
203,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2012,Pediatric Quality Chronic Composite,2909,515.64,347.75
204,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2012,Gastroenteritis,4589,43.58,124.86
205,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2011,Urinary Tract Infection,4589,21.79,57.17
206,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2012,Diabetes Short-term Complications,2909,34.38,40.87
207,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2011,Gastroenteritis,4589,87.16,123.03
208,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2012,Pediatric Quality Overall Composite,2909,515.64,430.89
209,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2012,Urinary Tract Infection,4589,21.79,47.84
210,10026,40.802918,-73.953107,New York,NY,New York,40.802918:-73.953107,2011,Pediatric Quality Overall Composite,2884,312.07,421.12
211,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2012,Asthma,6905,811.01,443.6
212,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2011,Asthma,6654,1006.91,423.81
213,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2012,Pediatric Quality Overall Composite,4906,856.09,426.91
214,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2011,Pediatric Quality Acute Composite,4694,191.73,86.5
215,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2012,Pediatric Quality Acute Composite,4906,163.07,85.55
216,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2011,Pediatric Quality Chronic Composite,4694,511.29,332.57
217,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2012,Pediatric Quality Chronic Composite,4906,693.03,341.35
218,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2011,Gastroenteritis,7765,206.05,130.54
219,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2012,Gastroenteritis,7955,163.42,135.24
220,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2011,Diabetes Short-term Complications,4694,42.61,39.25
221,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2012,Diabetes Short-term Complications,4906,122.3,39.17
222,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2011,Pediatric Quality Overall Composite,4694,703.03,419.07
223,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2011,Urinary Tract Infection,7765,77.27,61.76
224,10027,40.812242,-73.9532,New York,NY,New York,40.812242:-73.9532,2012,Urinary Tract Infection,7955,25.14,51.32
225,10028,40.776629,-73.953914,New York,NY,New York,40.776629:-73.953914,2011,Diabetes Short-term Complications,162,0,42.17
226,10028,40.776629,-73.953914,New York,NY,New York,40.776629:-73.953914,2011,Asthma,222,450.45,278.13
227,10028,40.776629,-73.953914,New York,NY,New York,40.776629:-73.953914,2011,Pediatric Quality Overall Composite,162,0,343.46
228,10028,40.776629,-73.953914,New York,NY,New York,40.776629:-73.953914,2011,Pediatric Quality Acute Composite,162,0,86.51
229,10028,40.776629,-73.953914,New York,NY,New York,40.776629:-73.953914,2011,Gastroenteritis,279,0,130.62
